;Idx,Name,Stdmode,Shape,MagUpID,ItemType,Weight,Anicount,Source,Reserved,Looks,IconEffect,InLooks,InLooksType,InLooksNum,DropLight,DropLightAni,DropSound,DuraMax,Ac,Ac2,Mac,Mac2,Dc,Dc2,Mc,Mc2,Sc,Sc2,Need,NeedLevel,Price,Stock,Shine,Job,NameColor,Smite,DamAdd,DcRedu,McRedu,IgnDef,DamReb,ExpAdd,DropRate,RareAttr,GodAttr,UserAttr,Desc,Effect,EffParam,TipEffect,TimeLimit
195,~~~~~~~~~~~~~~~~~,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
196,大火球术,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
197,雷电术,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
198,群体雷电术,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
199,抗拒火环,0,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,,0,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
200,地狱雷光,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
201,火墙,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
202,冰咆哮,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
203,魔法盾,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
204,圣言术,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
205,困魔咒,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
206,诱惑之光,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
207,~~~~~~~~~~~~~~~~~,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
208,灵魂火符,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
209,施毒术,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
210,群体施毒术,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
211,治愈术,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
212,群体治疗术,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
213,精神力战法,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
214,神圣战甲术,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
215,幽灵盾,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
216,隐身术,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
217,群体隐身术,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
218,召唤骷髅,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
219,召唤神兽,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
220,召唤圣兽,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
221,召唤月灵,41,0,,,0,0,0,0,967,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<道士秘籍/FCOLOR=251>,,,,0
222,~~~~~~~~~~~~~~~~~,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
223,基本剑术,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
224,攻杀剑术,41,0,,,0,0,0,0,965,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<战士秘籍/FCOLOR=251>,,,,0
225,小火球术,41,0,,,0,0,0,0,966,0,0,0,0,,,new-wupin.ogg,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,<法师秘籍/FCOLOR=251>,,,,0
226,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
227,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
228,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
229,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
230,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
231,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
232,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
233,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
234,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
235,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
236,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
237,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
238,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
239,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
240,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
241,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
242,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
243,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
244,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
245,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
246,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
247,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
248,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
249,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
250,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
251,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
252,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
253,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
254,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
255,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
256,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
257,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
258,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
259,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
260,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
261,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
262,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
263,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
264,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
265,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
266,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
267,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
268,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
269,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
270,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
271,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
272,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
273,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
274,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
275,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
276,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
277,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
278,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
279,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
280,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
281,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
282,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
283,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
284,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
285,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
286,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
287,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
288,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
289,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
290,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
291,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
292,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
293,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
294,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
295,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
296,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
297,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
298,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
299,备用,41,0,,,0,0,0,0,0,0,0,0,0,,,,65535,0,0,0,0,0,0,0,0,0,0,0,1,100,0,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,0
300,~~~~~~~~~~~~~~~~~,0,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
301,木剑,5,1,,,1,0,0,0,160,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,5,0,0,0,0,0,1,100,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
302,乌木剑,5,1,,,1,0,0,0,161,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,2000,4,8,0,0,0,0,0,2,110,5,,,255,0,0,0,0,0,0,0,0,3#100#1000#2000#100,0,0,,,,,
303,黑铁剑,5,2,,,1,0,0,0,162,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,5,9,0,0,0,0,0,3,120,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
304,短剑,5,3,,,1,0,0,0,163,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,3,11,0,0,0,0,0,4,130,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
305,匕首,5,4,,,1,0,0,0,164,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,4,5,0,0,0,0,0,5,140,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
306,青铜剑,5,5,,,1,0,0,0,165,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,3,7,0,0,0,0,0,6,150,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
307,青铜斧,5,6,,,1,0,0,0,166,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,15,0,0,0,0,0,7,160,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
308,凌风,5,7,,,1,0,0,0,167,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,6,12,0,0,0,0,0,8,170,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
309,海魂,5,8,,,1,0,0,0,168,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,3,10,1,2,0,0,0,9,180,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
310,斩马刀,5,9,,,1,0,0,0,169,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,5,15,0,0,0,0,0,10,190,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
311,半月,5,10,,,1,0,0,0,170,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,5,10,0,1,1,1,0,11,200,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
312,偃月,5,11,,,1,0,0,0,171,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,4,10,1,3,0,0,0,12,210,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
313,八荒,5,12,,,1,0,0,0,172,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,4,12,0,0,0,0,0,13,220,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
314,破魂,5,13,,,1,0,0,0,173,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,8,10,0,0,0,0,0,14,230,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
315,降魔,5,14,,,1,0,0,0,174,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,6,11,0,0,1,2,0,15,240,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
316,凝霜,5,15,,,1,0,0,0,175,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,10,13,0,0,0,0,0,16,250,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
317,修罗,5,16,,,1,0,0,0,176,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,20,0,0,0,0,0,17,260,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
318,罗刹,5,16,,,1,0,0,0,177,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,15,0,0,0,0,0,0,18,270,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
319,鹤嘴锄,5,19,,,1,0,0,0,178,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,9,0,0,0,0,0,19,280,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
320,魔杖,5,17,,,1,0,0,0,179,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,5,9,2,5,0,0,0,20,290,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
321,银蛇,5,18,,,1,0,0,0,180,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,7,14,0,0,1,3,0,21,300,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
322,炼狱,5,20,,,1,0,0,0,181,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,0,25,0,0,0,0,0,22,310,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
323,祈祷之刃,5,21,,,1,0,0,0,182,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,8,20,0,0,0,0,0,23,320,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
324,井中月,5,22,,,1,0,0,0,183,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,7,22,0,0,0,0,0,24,330,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
325,无极棍,5,23,,,1,0,0,0,184,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,8,16,0,0,3,5,0,25,340,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
326,命运之刃,5,24,,,1,0,0,0,185,0,0,0,0,,,new-wuqi.ogg,60000,0,0,0,0,12,16,0,0,0,0,0,30,400,5,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
